candidate_id,mention_id,source_id,source_type,source_ref_id,line_number,matched_text,context,event_hint,matchup_hint,winner_hint,loser_hint,method_hint,method_raw_hint,round_hint,time_hint,confidence,notes
source-result-0001,note:note-emperor-line-00021,note:note-emperor,note_article,note-emperor,21,２代目 むらき（ターゲットライト級王座統一）,２代目 むらき（ターゲットライト級王座統一）,,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0002,note:note-n001f39a5fefb-line-00014,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,14,（2R3分46秒KO 左フック→右ジャブ→パウンド）,（2R3分46秒KO 左フック→右ジャブ→パウンド）,マウンテン・ヒーローズNo.33,,,,KO,KO,2R,3分46秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0003,note:note-n001f39a5fefb-line-00024,note:note-n001f39a5fefb,note_article,note-n001f39a5fefb,24,（1R2分23秒KO 左フック）,（1R2分23秒KO 左フック）,,,,,KO,KO,1R,2分23秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0004,note:note-n046653bda67a-line-00010,note:note-n046653bda67a,note_article,note-n046653bda67a,10,☆ライト級ワンマッチ（ノンタイトル）,☆ライト級ワンマッチ（ノンタイトル）,マウンテン・ヒーローズNo.32,マウンテン・ヒーローズNo.32,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0005,note:note-n05a3b7b38805-line-00010,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,10,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,ターゲットNo.93,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0006,note:note-n05a3b7b38805-line-00014,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,14,（1R1分51秒KO 膝蹴り→パウンド）,（1R1分51秒KO 膝蹴り→パウンド）,ターゲットNo.93,,,,KO,KO,1R,1分51秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0007,note:note-n05a3b7b38805-line-00015,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,15,＊防衛数,＊防衛数,ターゲットNo.93,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0008,note:note-n05a3b7b38805-line-00020,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,20,（1R1分３２秒 RNC）,（1R1分３２秒 RNC）,,,,,SUB,RNC,1R,1分32秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0009,note:note-n05a3b7b38805-line-00025,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,25,（3R終了判定2-1）,（3R終了判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0010,note:note-n05a3b7b38805-line-00030,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,30,（1R1分50秒KO 左アッパー）,（1R1分50秒KO 左アッパー）,,,,,KO,KO,1R,1分50秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0011,note:note-n05a3b7b38805-line-00035,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,35,（2R2分15秒KO 三日月蹴り→パウンド）,（2R2分15秒KO 三日月蹴り→パウンド）,,,,,KO,KO,2R,2分15秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0012,note:note-n05a3b7b38805-line-00040,note:note-n05a3b7b38805,note_article,note-n05a3b7b38805,40,（1R1分28秒KO 左ストレート）,（1R1分28秒KO 左ストレート）,,,,,KO,KO,1R,1分28秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0013,note:note-n140f32db6ddd-line-00010,note:note-n140f32db6ddd,note_article,note-n140f32db6ddd,10,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,,マウンテン・ヒーローズNo.30,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0014,note:note-n15885dea4393-line-00010,note:note-n15885dea4393,note_article,note-n15885dea4393,10,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,ターゲットNo.101,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0015,note:note-n15885dea4393-line-00014,note:note-n15885dea4393,note_article,note-n15885dea4393,14,（1R3分35秒KO 左アッパー→パウンド）,（1R3分35秒KO 左アッパー→パウンド）,ターゲットNo.101,,,,KO,KO,1R,3分35秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0016,note:note-n15885dea4393-line-00015,note:note-n15885dea4393,note_article,note-n15885dea4393,15,ギタミン・アーロン防衛［1］,ギタミン・アーロン防衛［1］,ターゲットNo.101,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0017,note:note-n15885dea4393-line-00020,note:note-n15885dea4393,note_article,note-n15885dea4393,20,（2R3分29秒KO 飛び込みパンチ→パウンド）,（2R3分29秒KO 飛び込みパンチ→パウンド）,,,,,KO,KO,2R,3分29秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0018,note:note-n15885dea4393-line-00030,note:note-n15885dea4393,note_article,note-n15885dea4393,30,（3R2分11秒KO パウンド）,（3R2分11秒KO パウンド）,,,,,KO,KO,3R,2分11秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0019,note:note-n168697057b95-line-00014,note:note-n168697057b95,note_article,note-n168697057b95,14,（3R終了 判定3-0）,（3R終了 判定3-0）,MAXバウト,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0020,note:note-n168697057b95-line-00019,note:note-n168697057b95,note_article,note-n168697057b95,19,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0021,note:note-n168697057b95-line-00029,note:note-n168697057b95,note_article,note-n168697057b95,29,（3R3分05秒 RNC）,（3R3分05秒 RNC）,,,,,SUB,RNC,3R,3分05秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0022,note:note-n16df678bd0b6-line-00014,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,14,（1R3分25秒KO 左アッパー→パウンド）,（1R3分25秒KO 左アッパー→パウンド）,マウンテン・ヒーローズNo.34,,,,KO,KO,1R,3分25秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0023,note:note-n16df678bd0b6-line-00019,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,19,（3R終了 判定2-1）,（3R終了 判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0024,note:note-n16df678bd0b6-line-00024,note:note-n16df678bd0b6,note_article,note-n16df678bd0b6,24,（1R0分13秒KO 左ストレート）,（1R0分13秒KO 左ストレート）,,,,,KO,KO,1R,0分13秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0025,note:note-n1dad6c53911a-line-00013,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,13,（1R2分54秒一本 腕ひしぎ十字固め）,（1R2分54秒一本 腕ひしぎ十字固め）,ターゲットNo.90,,,,SUB,一本,1R,2分54秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0026,note:note-n1dad6c53911a-line-00016,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,16,（1R1分59秒KO パウンド®️）,（1R1分59秒KO パウンド®️）,ターゲットNo.90,,,,KO,KO,1R,1分59秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0027,note:note-n1dad6c53911a-line-00019,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,19,（1R1分45秒TKO タップアウト 肘脱臼）,（1R1分45秒TKO タップアウト 肘脱臼）,,,,,TKO,TKO,1R,1分45秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0028,note:note-n1dad6c53911a-line-00022,note:note-n1dad6c53911a,note_article,note-n1dad6c53911a,22,（1R1分50秒KO 左ボディブロー）,（1R1分50秒KO 左ボディブロー）,,,,,KO,KO,1R,1分50秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0029,note:note-n25252920d028-line-00010,note:note-n25252920d028,note_article,note-n25252920d028,10,☆エンペラーライト級タイトルマッチ,☆エンペラーライト級タイトルマッチ,エンペラーNo.115,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0030,note:note-n25252920d028-line-00014,note:note-n25252920d028,note_article,note-n25252920d028,14,（3R2分40秒KO 左ハイキック）,（3R2分40秒KO 左ハイキック）,エンペラーNo.115,,,,KO,KO,3R,2分40秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0031,note:note-n25252920d028-line-00035,note:note-n25252920d028,note_article,note-n25252920d028,35,（1R3分42秒KO パンチ連打）,（1R3分42秒KO パンチ連打）,,,,,KO,KO,1R,3分42秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0032,note:note-n2a15808854f2-line-00014,note:note-n2a15808854f2,note_article,note-n2a15808854f2,14,（1R終了時TKO コーナーストップ）,（1R終了時TKO コーナーストップ）,エンペラーNo.119,,,,TKO,TKO,1R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0033,note:note-n2a15808854f2-line-00019,note:note-n2a15808854f2,note_article,note-n2a15808854f2,19,（1R2分09秒KO 左フック）,（1R2分09秒KO 左フック）,,,,,KO,KO,1R,2分09秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0034,note:note-n2a15808854f2-line-00029,note:note-n2a15808854f2,note_article,note-n2a15808854f2,29,（1R2分24秒 RNC）,（1R2分24秒 RNC）,,,,,SUB,RNC,1R,2分24秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0035,note:note-n2b1afe4a5489-line-00010,note:note-n2b1afe4a5489,note_article,note-n2b1afe4a5489,10,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,,ターゲットNo.93,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0036,note:note-n2c83076aedb9-line-00012,note:note-n2c83076aedb9,note_article,note-n2c83076aedb9,12,⑥メジャー戦績⑦主戦団体⑧タイトル,⑥メジャー戦績⑦主戦団体⑧タイトル,MAXバウト,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0037,note:note-n2ecf288742b3-line-00017,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,17,（1R1分22秒KO 右フック）,（1R1分22秒KO 右フック）,,,,,KO,KO,1R,1分22秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0038,note:note-n2ecf288742b3-line-00020,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,20,（3R3分06秒TKO タオル投入）,（3R3分06秒TKO タオル投入）,,,,,TKO,TKO,3R,3分06秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0039,note:note-n2ecf288742b3-line-00023,note:note-n2ecf288742b3,note_article,note-n2ecf288742b3,23,（1R2分10秒TKO パウンド®️）,（1R2分10秒TKO パウンド®️）,,,,,TKO,TKO,1R,2分10秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0040,note:note-n32f248989390-line-00015,note:note-n32f248989390,note_article,note-n32f248989390,15,3R終了 判定2-1,3R終了 判定2-1,MAXバウト,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0041,note:note-n32f248989390-line-00021,note:note-n32f248989390,note_article,note-n32f248989390,21,1R終了 TKO タオル投入によるコーナーストップ,1R終了 TKO タオル投入によるコーナーストップ,,,,,TKO,TKO,1R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0042,note:note-n382366e8d3d8-line-00014,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,14,（1R2分36秒KO パウンド）,（1R2分36秒KO パウンド）,ターゲットNo.94,,,,KO,KO,1R,2分36秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0043,note:note-n382366e8d3d8-line-00019,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,19,（1R1分24秒KO 左フック）,（1R1分24秒KO 左フック）,,,,,KO,KO,1R,1分24秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0044,note:note-n382366e8d3d8-line-00024,note:note-n382366e8d3d8,note_article,note-n382366e8d3d8,24,（1R1分16秒KO 左フック→膝蹴り→パウンド）,（1R1分16秒KO 左フック→膝蹴り→パウンド）,,,,,KO,KO,1R,1分16秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0045,note:note-n3b4b0b6ed3c8-line-00010,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,10,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,マウンテン・ヒーローズNo.30,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0046,note:note-n3b4b0b6ed3c8-line-00011,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,11,○ランダーデビル【25勝5敗】防衛②,○ランダーデビル【25勝5敗】防衛②,マウンテン・ヒーローズNo.30,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0047,note:note-n3b4b0b6ed3c8-line-00019,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,19,（1R2分05秒KO 膝蹴り）,（1R2分05秒KO 膝蹴り）,,,,,KO,KO,1R,2分05秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0048,note:note-n3b4b0b6ed3c8-line-00024,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,24,（1R1分53秒TKO パウンド→タオル投入）,（1R1分53秒TKO パウンド→タオル投入）,,,,,TKO,TKO,1R,1分53秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0049,note:note-n3b4b0b6ed3c8-line-00029,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,29,（1R1分47秒KO 左ストレート）,（1R1分47秒KO 左ストレート）,,,,,KO,KO,1R,1分47秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0050,note:note-n3b4b0b6ed3c8-line-00034,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,34,（3R終了判定 2-1）,（3R終了判定 2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0051,note:note-n3ff7523758ca-line-00014,note:note-n3ff7523758ca,note_article,note-n3ff7523758ca,14,（2R1分52秒KO 左フック→パウンド）,（2R1分52秒KO 左フック→パウンド）,,,,,KO,KO,2R,1分52秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0052,note:note-n3ffa4b05eb45-line-00014,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,14,（1R3分05秒KO ミドルキック）,（1R3分05秒KO ミドルキック）,ターゲットNo.97,,,,KO,KO,1R,3分05秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0053,note:note-n3ffa4b05eb45-line-00034,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,34,（1R2分59秒KO 左フック）,（1R2分59秒KO 左フック）,,,,,KO,KO,1R,2分59秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0054,note:note-n40043569e548-line-00010,note:note-n40043569e548,note_article,note-n40043569e548,10,☆M・Hミドル級タイトルマッチ,☆M・Hミドル級タイトルマッチ,,マウンテン・ヒーローズNo.38,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0055,note:note-n41003b8328ca-line-00014,note:note-n41003b8328ca,note_article,note-n41003b8328ca,14,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0056,note:note-n4523b9139a53-line-00014,note:note-n4523b9139a53,note_article,note-n4523b9139a53,14,（1R3分24秒KO パウンド）,（1R3分24秒KO パウンド）,エンペラーNo.120,,,,KO,KO,1R,3分24秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0057,note:note-n4523b9139a53-line-00029,note:note-n4523b9139a53,note_article,note-n4523b9139a53,29,（2R3分00秒KO ハイキック）,（2R3分00秒KO ハイキック）,,,,,KO,KO,2R,3分00秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0058,note:note-n48b479857848-line-00052,note:note-n48b479857848,note_article,note-n48b479857848,52,⑨タイトル,⑨タイトル,,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0059,note:note-n4b5b6cc0c6ec-line-00014,note:note-n4b5b6cc0c6ec,note_article,note-n4b5b6cc0c6ec,14,（2R1分14秒KO 左フック→パウンド）,（2R1分14秒KO 左フック→パウンド）,MAXバウト,,,,KO,KO,2R,1分14秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0060,note:note-n584a22756e35-line-00012,note:note-n584a22756e35,note_article,note-n584a22756e35,12,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,MAXバウト,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0061,note:note-n5c9be1cc17a5-line-00014,note:note-n5c9be1cc17a5,note_article,note-n5c9be1cc17a5,14,（1R0分13秒KO パンチ連打）,（1R0分13秒KO パンチ連打）,エンペラーNo.114,,,,KO,KO,1R,0分13秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0062,note:note-n5c9be1cc17a5-line-00019,note:note-n5c9be1cc17a5,note_article,note-n5c9be1cc17a5,19,（1R3分16秒KO 左フック）,（1R3分16秒KO 左フック）,,,,,KO,KO,1R,3分16秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0063,note:note-n5c9be1cc17a5-line-00024,note:note-n5c9be1cc17a5,note_article,note-n5c9be1cc17a5,24,（1R3分55秒KO パウンド）,（1R3分55秒KO パウンド）,,,,,KO,KO,1R,3分55秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0064,note:note-n5c9be1cc17a5-line-00029,note:note-n5c9be1cc17a5,note_article,note-n5c9be1cc17a5,29,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0065,note:note-n63690ded65ef-line-00011,note:note-n63690ded65ef,note_article,note-n63690ded65ef,11,1R2分11秒TKO（左ストレート→パウンド®️）,1R2分11秒TKO（左ストレート→パウンド®️）,ターゲットNo.88,,,,TKO,TKO,1R,2分11秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0066,note:note-n63690ded65ef-line-00017,note:note-n63690ded65ef,note_article,note-n63690ded65ef,17,3R0分25秒KO（左フック）,3R0分25秒KO（左フック）,,,,,KO,KO,3R,0分25秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0067,note:note-n649d6e4ecaaa-line-00012,note:note-n649d6e4ecaaa,note_article,note-n649d6e4ecaaa,12,⑨タイトル,⑨タイトル,MAXバウト,①ランダーデビル ②［デビル軍の絶対的エース］,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0068,note:note-n672f34b0e481-line-00014,note:note-n672f34b0e481,note_article,note-n672f34b0e481,14,（2R3分18秒KO パウンド）,（2R3分18秒KO パウンド）,マウンテン・ヒーローズNo.31,,,,KO,KO,2R,3分18秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0069,note:note-n672f34b0e481-line-00019,note:note-n672f34b0e481,note_article,note-n672f34b0e481,19,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0070,note:note-n672f34b0e481-line-00024,note:note-n672f34b0e481,note_article,note-n672f34b0e481,24,（1R4分11秒KO 左フック→パウンド）,（1R4分11秒KO 左フック→パウンド）,,,,,KO,KO,1R,4分11秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0071,note:note-n672f34b0e481-line-00034,note:note-n672f34b0e481,note_article,note-n672f34b0e481,34,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0072,note:note-n68c4a85d8fbb-line-00013,note:note-n68c4a85d8fbb,note_article,note-n68c4a85d8fbb,13,（３Ｒ終了 判定3-0）,（３Ｒ終了 判定3-0）,MAXバウト,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0073,note:note-n6b86d08a619d-line-00010,note:note-n6b86d08a619d,note_article,note-n6b86d08a619d,10,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,,ターゲットNo.100,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0074,note:note-n6b86d08a619d-line-00020,note:note-n6b86d08a619d,note_article,note-n6b86d08a619d,20,☆ターゲットライト級タイトルマッチ,☆ターゲットライト級タイトルマッチ,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0075,note:note-n6e32a2c78e47-line-00014,note:note-n6e32a2c78e47,note_article,note-n6e32a2c78e47,14,（3R1分57秒KO 左フック→パウンド）,（3R1分57秒KO 左フック→パウンド）,MAXバウト,,,,KO,KO,3R,1分57秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0076,note:note-n6e32a2c78e47-line-00020,note:note-n6e32a2c78e47,note_article,note-n6e32a2c78e47,20,（1R3分00秒 RNC）,（1R3分00秒 RNC）,,,,,SUB,RNC,1R,3分00秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0077,note:note-n6e32a2c78e47-line-00025,note:note-n6e32a2c78e47,note_article,note-n6e32a2c78e47,25,（3R終了 判定2-1）,（3R終了 判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0078,note:note-n6e32a2c78e47-line-00030,note:note-n6e32a2c78e47,note_article,note-n6e32a2c78e47,30,（3R0分10秒KO 左フック→パウンド）,（3R0分10秒KO 左フック→パウンド）,,,,,KO,KO,3R,0分10秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0079,note:note-n6e32a2c78e47-line-00035,note:note-n6e32a2c78e47,note_article,note-n6e32a2c78e47,35,（1R3分56秒KO パウンド）,（1R3分56秒KO パウンド）,,,,,KO,KO,1R,3分56秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0080,note:note-n6f1a34980c04-line-00019,note:note-n6f1a34980c04,note_article,note-n6f1a34980c04,19,（2R2分43秒KO ボディへの膝蹴り）,（2R2分43秒KO ボディへの膝蹴り）,,,,,KO,KO,2R,2分43秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0081,note:note-n6f402a63952c-line-00013,note:note-n6f402a63952c,note_article,note-n6f402a63952c,13,（1R3分35秒KO 左ハイキック→パウンド）,（1R3分35秒KO 左ハイキック→パウンド）,マウンテン・ヒーローズNo.28,,,,KO,KO,1R,3分35秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0082,note:note-n6f402a63952c-line-00019,note:note-n6f402a63952c,note_article,note-n6f402a63952c,19,（1R2分39秒KO 左フック→パウンド）,（1R2分39秒KO 左フック→パウンド）,ターゲットNo.91,,,,KO,KO,1R,2分39秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0083,note:note-n6f402a63952c-line-00023,note:note-n6f402a63952c,note_article,note-n6f402a63952c,23,（1R3分49秒KO 左フック）,（1R3分49秒KO 左フック）,エンペラーNo.112,,,,KO,KO,1R,3分49秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0084,note:note-n6f402a63952c-line-00025,note:note-n6f402a63952c,note_article,note-n6f402a63952c,25,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,エンペラーNo.112,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
