candidate_id,mention_id,source_id,source_type,source_ref_id,line_number,matched_text,context,event_hint,matchup_hint,winner_hint,loser_hint,method_hint,method_raw_hint,round_hint,time_hint,confidence,notes
source-result-0085,note:note-n6f402a63952c-line-00027,note:note-n6f402a63952c,note_article,note-n6f402a63952c,27,（判定3-0）防衛成功①,（判定3-0）防衛成功①,エンペラーNo.112,,,,DEC,判定,,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0086,note:note-n7162ed1dfdcf-line-00010,note:note-n7162ed1dfdcf,note_article,note-n7162ed1dfdcf,10,☆ライト級ワンマッチ（ノンタイトル）,☆ライト級ワンマッチ（ノンタイトル）,マウンテン・ヒーローズNo.32,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0087,note:note-n7162ed1dfdcf-line-00014,note:note-n7162ed1dfdcf,note_article,note-n7162ed1dfdcf,14,（3R終了 判定3-0）,（3R終了 判定3-0）,マウンテン・ヒーローズNo.32,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0088,note:note-n729f0f7775b4-line-00014,note:note-n729f0f7775b4,note_article,note-n729f0f7775b4,14,（3R終了判定3-0）,（3R終了判定3-0）,エンペラーNo.116,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0089,note:note-n729f0f7775b4-line-00019,note:note-n729f0f7775b4,note_article,note-n729f0f7775b4,19,（1R0分58秒KO バックからのパウンド連打）,（1R0分58秒KO バックからのパウンド連打）,,,,,KO,KO,1R,0分58秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0090,note:note-n729f0f7775b4-line-00024,note:note-n729f0f7775b4,note_article,note-n729f0f7775b4,24,（1R4分08秒 RNC）,（1R4分08秒 RNC）,,,,,SUB,RNC,1R,4分08秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0091,note:note-n72c0ef38b7dc-line-00014,note:note-n72c0ef38b7dc,note_article,note-n72c0ef38b7dc,14,（1R2分42秒KO ハイキック→パンチ）,（1R2分42秒KO ハイキック→パンチ）,MAXバウト,,,,KO,KO,1R,2分42秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0092,note:note-n72c0ef38b7dc-line-00019,note:note-n72c0ef38b7dc,note_article,note-n72c0ef38b7dc,19,（1R3分29秒KO パウンド連打）,（1R3分29秒KO パウンド連打）,,,,,KO,KO,1R,3分29秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0093,note:note-n74034f313f19-line-00010,note:note-n74034f313f19,note_article,note-n74034f313f19,10,☆ミドル級王座決定戦,☆ミドル級王座決定戦,ターゲットNo.96,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0094,note:note-n74034f313f19-line-00014,note:note-n74034f313f19,note_article,note-n74034f313f19,14,（2R3分19秒KO サッカーボールキック→パウンド）,（2R3分19秒KO サッカーボールキック→パウンド）,ターゲットNo.96,,,,KO,KO,2R,3分19秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0095,note:note-n74034f313f19-line-00020,note:note-n74034f313f19,note_article,note-n74034f313f19,20,（1R1分54秒KO 膝蹴り→パウンド）,（1R1分54秒KO 膝蹴り→パウンド）,,,,,KO,KO,1R,1分54秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0096,note:note-n74034f313f19-line-00025,note:note-n74034f313f19,note_article,note-n74034f313f19,25,（1R1分55秒KO 左ハイキック）,（1R1分55秒KO 左ハイキック）,,,,,KO,KO,1R,1分55秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0097,note:note-n74c108e27e29-line-00011,note:note-n74c108e27e29,note_article,note-n74c108e27e29,11,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,MAXバウト,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0098,note:note-n7b52213fc431-line-00013,note:note-n7b52213fc431,note_article,note-n7b52213fc431,13,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0099,note:note-n7c5e9c9e8a5b-line-00009,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,9,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,ターゲットNo.89,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0100,note:note-n7c5e9c9e8a5b-line-00011,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,11,（3R終了 判定3-0）,（3R終了 判定3-0）,ターゲットNo.89,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0101,note:note-n7c5e9c9e8a5b-line-00015,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,15,（1R終了時TKO ドクターストップ 足の負傷）,（1R終了時TKO ドクターストップ 足の負傷）,ターゲットNo.89,,,,TKO,TKO,1R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0102,note:note-n7c5e9c9e8a5b-line-00018,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,18,（2R3分19秒TKO パウンド®️）,（2R3分19秒TKO パウンド®️）,,,,,TKO,TKO,2R,3分19秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0103,note:note-n7c5e9c9e8a5b-line-00021,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,21,（1R2分08秒TKO グランド膝蹴り®️）,（1R2分08秒TKO グランド膝蹴り®️）,,,,,TKO,TKO,1R,2分08秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0104,note:note-n7c5e9c9e8a5b-line-00024,note:note-n7c5e9c9e8a5b,note_article,note-n7c5e9c9e8a5b,24,（1R3分17秒TKO パウンド®️）,（1R3分17秒TKO パウンド®️）,,,,,TKO,TKO,1R,3分17秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0105,note:note-n7c63ad4c39b2-line-00015,note:note-n7c63ad4c39b2,note_article,note-n7c63ad4c39b2,15,（3R終了 判定3-0）,（3R終了 判定3-0）,MAXバウト,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0106,note:note-n7e05e265c43b-line-00013,note:note-n7e05e265c43b,note_article,note-n7e05e265c43b,13,⑧タイトル,⑧タイトル,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0107,note:note-n7fba6b39d4af-line-00014,note:note-n7fba6b39d4af,note_article,note-n7fba6b39d4af,14,（1R4分09秒KO 肘打ち→パウンド）,（1R4分09秒KO 肘打ち→パウンド）,,,,,KO,KO,1R,4分09秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0108,note:note-n7fba6b39d4af-line-00019,note:note-n7fba6b39d4af,note_article,note-n7fba6b39d4af,19,（1R2分00秒KO 飛び膝蹴り→パウンド）,（1R2分00秒KO 飛び膝蹴り→パウンド）,,,,,KO,KO,1R,2分00秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0109,note:note-n7fba6b39d4af-line-00024,note:note-n7fba6b39d4af,note_article,note-n7fba6b39d4af,24,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0110,note:note-n7fba6b39d4af-line-00029,note:note-n7fba6b39d4af,note_article,note-n7fba6b39d4af,29,（1R3分18秒KO パウンド）,（1R3分18秒KO パウンド）,,,,,KO,KO,1R,3分18秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0111,note:note-n89a58b4cf383-line-00014,note:note-n89a58b4cf383,note_article,note-n89a58b4cf383,14,（3R2分02秒KO 左フック→パウンド）,（3R2分02秒KO 左フック→パウンド）,,,,,KO,KO,3R,2分02秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0112,note:note-n89a58b4cf383-line-00019,note:note-n89a58b4cf383,note_article,note-n89a58b4cf383,19,（2R3分16秒KO パウンド）,（2R3分16秒KO パウンド）,,,,,KO,KO,2R,3分16秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0113,note:note-n89a58b4cf383-line-00024,note:note-n89a58b4cf383,note_article,note-n89a58b4cf383,24,（1R2分17秒KO 左ハイキック→パウンド）,（1R2分17秒KO 左ハイキック→パウンド）,,,,,KO,KO,1R,2分17秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0114,note:note-n8a46f5d53a27-line-00010,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,10,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,ターゲットNo.100,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0115,note:note-n8a46f5d53a27-line-00014,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,14,（3R2分32秒TKO パウンド タオル投入）,（3R2分32秒TKO パウンド タオル投入）,ターゲットNo.100,,,,TKO,TKO,3R,2分32秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0116,note:note-n8a46f5d53a27-line-00016,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,16,☆ターゲットライト級タイトルマッチ,☆ターゲットライト級タイトルマッチ,ターゲットNo.100,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0117,note:note-n8a46f5d53a27-line-00020,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,20,（3R終了判定2-1）,（3R終了判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0118,note:note-n8a46f5d53a27-line-00021,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,21,わくがタイトル防衛成功（2度目）,わくがタイトル防衛成功（2度目）,,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0119,note:note-n8a46f5d53a27-line-00026,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,26,（1R1分20秒KO 左フック）,（1R1分20秒KO 左フック）,,,,,KO,KO,1R,1分20秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0120,note:note-n8a46f5d53a27-line-00031,note:note-n8a46f5d53a27,note_article,note-n8a46f5d53a27,31,（2R2分15秒KO 踏みつけ→サッカーボールキック）,（2R2分15秒KO 踏みつけ→サッカーボールキック）,,,,,KO,KO,2R,2分15秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0121,note:note-n8da1505d0ea4-line-00014,note:note-n8da1505d0ea4,note_article,note-n8da1505d0ea4,14,⑨タイトル,⑨タイトル,MAXバウト,①ランダーデビル ②［デビル軍の絶対的エース］,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0122,note:note-n91566d01688a-line-00019,note:note-n91566d01688a,note_article,note-n91566d01688a,19,（3R終了 判定2-1）,（3R終了 判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0123,note:note-n92c7ab623e16-line-00009,note:note-n92c7ab623e16,note_article,note-n92c7ab623e16,9,☆ミドル級ワンマッチ（ノンタイトル）,☆ミドル級ワンマッチ（ノンタイトル）,マウンテン・ヒーローズNo.27,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0124,note:note-n92c7ab623e16-line-00014,note:note-n92c7ab623e16,note_article,note-n92c7ab623e16,14,（3R終了 判定3-0）,（3R終了 判定3-0）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0125,note:note-n92c7ab623e16-line-00017,note:note-n92c7ab623e16,note_article,note-n92c7ab623e16,17,（1R0分39秒TKO 飛び膝蹴り→パウンド）,（1R0分39秒TKO 飛び膝蹴り→パウンド）,,,,,TKO,TKO,1R,0分39秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0126,note:note-n92c7ab623e16-line-00023,note:note-n92c7ab623e16,note_article,note-n92c7ab623e16,23,（2R0分53秒KO 左フック一撃）,（2R0分53秒KO 左フック一撃）,,,,,KO,KO,2R,0分53秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0127,note:note-n930df063ece1-line-00019,note:note-n930df063ece1,note_article,note-n930df063ece1,19,（1R1分32秒KO 右フック）,（1R1分32秒KO 右フック）,,,,,KO,KO,1R,1分32秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0128,note:note-n930df063ece1-line-00024,note:note-n930df063ece1,note_article,note-n930df063ece1,24,（1R2分31秒TKO 左フック→パウンド®️）,（1R2分31秒TKO 左フック→パウンド®️）,,,,,TKO,TKO,1R,2分31秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0129,note:note-n930df063ece1-line-00029,note:note-n930df063ece1,note_article,note-n930df063ece1,29,（1R3分21秒TKO パウンド®️）,（1R3分21秒TKO パウンド®️）,,,,,TKO,TKO,1R,3分21秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0130,note:note-n930df063ece1-line-00034,note:note-n930df063ece1,note_article,note-n930df063ece1,34,（2R3分38秒KO 左ストレート）,（2R3分38秒KO 左ストレート）,,,,,KO,KO,2R,3分38秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0131,note:note-n94fc656c4a37-line-00011,note:note-n94fc656c4a37,note_article,note-n94fc656c4a37,11,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0132,note:note-n96b3975ccdad-line-00012,note:note-n96b3975ccdad,note_article,note-n96b3975ccdad,12,2R1分29秒KO（グランド肘打ち）,2R1分29秒KO（グランド肘打ち）,MAXバウト,,,,KO,KO,2R,1分29秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0133,note:note-n96b3975ccdad-line-00015,note:note-n96b3975ccdad,note_article,note-n96b3975ccdad,15,1R4分37秒KO（左フック→パウンド）,1R4分37秒KO（左フック→パウンド）,MAXバウト,,,,KO,KO,1R,4分37秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0134,note:note-n96b3975ccdad-line-00018,note:note-n96b3975ccdad,note_article,note-n96b3975ccdad,18,3R0分43秒KO（左ミドルキック）,3R0分43秒KO（左ミドルキック）,,,,,KO,KO,3R,0分43秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0135,note:note-n96b3975ccdad-line-00021,note:note-n96b3975ccdad,note_article,note-n96b3975ccdad,21,1R3分51秒KO（飛びヒザ蹴り）,1R3分51秒KO（飛びヒザ蹴り）,,,,,KO,KO,1R,3分51秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0136,note:note-n9a513018f5eb-line-00015,note:note-n9a513018f5eb,note_article,note-n9a513018f5eb,15,（1R3分24秒TKO 左フック）,（1R3分24秒TKO 左フック）,MAXバウト,,,,TKO,TKO,1R,3分24秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0137,note:note-n9a513018f5eb-line-00018,note:note-n9a513018f5eb,note_article,note-n9a513018f5eb,18,（3R2分50秒TKO ヒザ蹴り→パウンド）,（3R2分50秒TKO ヒザ蹴り→パウンド）,,,,,TKO,TKO,3R,2分50秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0138,note:note-n9bdb012eebc7-line-00010,note:note-n9bdb012eebc7,note_article,note-n9bdb012eebc7,10,☆ターゲットミドル級タイトルマッチ,☆ターゲットミドル級タイトルマッチ,MAXバウト,ターゲットNo.101,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0139,note:note-n9c40e3dc26df-line-00014,note:note-n9c40e3dc26df,note_article,note-n9c40e3dc26df,14,（3R終了 判定2-1）,（3R終了 判定2-1）,,ターゲットNo.98,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0140,note:note-n9c40e3dc26df-line-00019,note:note-n9c40e3dc26df,note_article,note-n9c40e3dc26df,19,（2R2分08秒KO パウンド）,（2R2分08秒KO パウンド）,,,,,KO,KO,2R,2分08秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0141,note:note-n9c825ffb7bef-line-00019,note:note-n9c825ffb7bef,note_article,note-n9c825ffb7bef,19,（3R2分55秒 KO 左アッパー→パウンド）,（3R2分55秒 KO 左アッパー→パウンド）,,,,,KO,KO,3R,2分55秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0142,note:note-n9c825ffb7bef-line-00024,note:note-n9c825ffb7bef,note_article,note-n9c825ffb7bef,24,（1R2分22秒KO 左ボディ→パウンド）,（1R2分22秒KO 左ボディ→パウンド）,,,,,KO,KO,1R,2分22秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0143,note:note-n9c82c5dfdabb-line-00010,note:note-n9c82c5dfdabb,note_article,note-n9c82c5dfdabb,10,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,,ターゲットNo.89,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0144,note:note-n9ffa2d8d29d4-line-00012,note:note-n9ffa2d8d29d4,note_article,note-n9ffa2d8d29d4,12,（1R2分56秒KO スープレックス→パウンド）,（1R2分56秒KO スープレックス→パウンド）,MAXバウト,,,,KO,KO,1R,2分56秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0145,note:note-n9ffa2d8d29d4-line-00015,note:note-n9ffa2d8d29d4,note_article,note-n9ffa2d8d29d4,15,（2R0分53秒KO 肘打ち）,（2R0分53秒KO 肘打ち）,MAXバウト,,,,KO,KO,2R,0分53秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0146,note:note-na3a5e6156f2f-line-00019,note:note-na3a5e6156f2f,note_article,note-na3a5e6156f2f,19,（1R2分52秒 RNC）,（1R2分52秒 RNC）,,,,,SUB,RNC,1R,2分52秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0147,note:note-na7a62e09f61c-line-00014,note:note-na7a62e09f61c,note_article,note-na7a62e09f61c,14,（1R1分43秒KO スタンドパンチ連打）,（1R1分43秒KO スタンドパンチ連打）,エンペラーNo.113,,,,KO,KO,1R,1分43秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0148,note:note-na7a62e09f61c-line-00019,note:note-na7a62e09f61c,note_article,note-na7a62e09f61c,19,（1R2分16秒KO 飛び膝蹴り→パウンド）,（1R2分16秒KO 飛び膝蹴り→パウンド）,,,,,KO,KO,1R,2分16秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0149,note:note-na7a62e09f61c-line-00029,note:note-na7a62e09f61c,note_article,note-na7a62e09f61c,29,（2R2分02秒KO 左ボディ→パウンド）,（2R2分02秒KO 左ボディ→パウンド）,,,,,KO,KO,2R,2分02秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0150,note:note-na7a62e09f61c-line-00034,note:note-na7a62e09f61c,note_article,note-na7a62e09f61c,34,（1R2分33秒KO 右フック→パウンド）,（1R2分33秒KO 右フック→パウンド）,,,,,KO,KO,1R,2分33秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0151,note:note-na86197774d5e-line-00014,note:note-na86197774d5e,note_article,note-na86197774d5e,14,⑨タイトル,⑨タイトル,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0152,note:note-nac5b58ff480e-line-00012,note:note-nac5b58ff480e,note_article,note-nac5b58ff480e,12,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,MAXバウト,MAXバウト,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0153,note:note-nb2d5ed6ff53e-line-00029,note:note-nb2d5ed6ff53e,note_article,note-nb2d5ed6ff53e,29,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0154,note:note-nb7b4be41c85c-line-00047,note:note-nb7b4be41c85c,note_article,note-nb7b4be41c85c,47,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,エンペラーNo.112,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0155,note:note-nbc890e143fa9-line-00024,note:note-nbc890e143fa9,note_article,note-nbc890e143fa9,24,（3R終了 判定2-1）,（3R終了 判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0156,note:note-nbc9d3618e052-line-00019,note:note-nbc9d3618e052,note_article,note-nbc9d3618e052,19,（3R3分10秒KO 下からの蹴り上げ→パウンド）,（3R3分10秒KO 下からの蹴り上げ→パウンド）,,,,,KO,KO,3R,3分10秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0157,note:note-nc257025df66a-line-00014,note:note-nc257025df66a,note_article,note-nc257025df66a,14,（1R1分35秒KO パウンド連打）,（1R1分35秒KO パウンド連打）,マウンテン・ヒーローズNo.40,,,,KO,KO,1R,1分35秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0158,note:note-nc257025df66a-line-00019,note:note-nc257025df66a,note_article,note-nc257025df66a,19,（3R1分10秒KO 左フック→パウンド）,（3R1分10秒KO 左フック→パウンド）,,,,,KO,KO,3R,1分10秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0159,note:note-nc257025df66a-line-00024,note:note-nc257025df66a,note_article,note-nc257025df66a,24,（1R1分16秒KO 三日月蹴り）,（1R1分16秒KO 三日月蹴り）,,,,,KO,KO,1R,1分16秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0160,note:note-nc8662072da97-line-00014,note:note-nc8662072da97,note_article,note-nc8662072da97,14,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,MAXバウト,,,,,,,,low,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0161,note:note-nc8662072da97-line-00041,note:note-nc8662072da97,note_article,note-nc8662072da97,41,②キラーファイトのKOキング,②キラーファイトのKOキング,,,,,KO,KO,,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0162,note:note-nced343dbb736-line-00014,note:note-nced343dbb736,note_article,note-nced343dbb736,14,（3R終了 判定3-0）,（3R終了 判定3-0）,エンペラーNo.118,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0163,note:note-nd192a977dd47-line-00012,note:note-nd192a977dd47,note_article,note-nd192a977dd47,12,（2R2分44秒TKO パウンド［タオル投入］）,（2R2分44秒TKO パウンド［タオル投入］）,ターゲットNo.92,,,,TKO,TKO,2R,2分44秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0164,note:note-nd192a977dd47-line-00015,note:note-nd192a977dd47,note_article,note-nd192a977dd47,15,（1R2分47秒KO 左ハイキック→パウンド）,（1R2分47秒KO 左ハイキック→パウンド）,ターゲットNo.92,,,,KO,KO,1R,2分47秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0165,note:note-nd192a977dd47-line-00018,note:note-nd192a977dd47,note_article,note-nd192a977dd47,18,（1R4分59秒KO 左フック）,（1R4分59秒KO 左フック）,,,,,KO,KO,1R,4分59秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0166,note:note-nd192a977dd47-line-00021,note:note-nd192a977dd47,note_article,note-nd192a977dd47,21,（3R2分32秒KO 左アッパー）,（3R2分32秒KO 左アッパー）,,,,,KO,KO,3R,2分32秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0167,note:note-nd7936059d9ed-line-00017,note:note-nd7936059d9ed,note_article,note-nd7936059d9ed,17,（2R3分12秒KO バックスピンキック→パウンド）,（2R3分12秒KO バックスピンキック→パウンド）,MAXバウト,,,,KO,KO,2R,3分12秒,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
source-result-0168,note:note-nd7936059d9ed-line-00020,note:note-nd7936059d9ed,note_article,note-nd7936059d9ed,20,（3R終了 判定2-1）,（3R終了 判定2-1）,,,,,DEC,判定,3R,,medium,Review-only candidate from source_mentions; do not treat as confirmed result.
